Order_ID,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_%,Sales_Amount,Order_Date,City,Segment,Profit
1054,Angela Martinez,T-Shirts,Classic Tee,2.0,2843.9,0.0,0.0,2025-02-12,Pune,Unknown,1002.96
1055,Brett Burch,Jeans,Boyfriend Jeans,0.0,2843.9,0.0,0.0,2024-03-02,Pune,B2B,1374.9
1057,Penny Campbell,Jackets,Puffer Coat,4.0,2843.9,0.04,0.0,2024-12-23,Pune,Unknown,1725.76
1065,Amanda Parker,Jeans,Boyfriend Jeans,5.0,2843.9,0.0,0.0,2024-05-28,bengaluru,Unknown,2316.97
1069,Anna Allen,Accessories,Watches,2.0,2102.02,1.13,-546.53,2024-03-11,Delhi,B2B,-992.61
1084,Kevin Martinez,Shoes,Loafers,2.0,2843.9,0.53,0.0,2024-12-24,Pune,B2B,2458.07
1085,James Martinez,Shoes,Slip-ons,2.0,2843.9,0.02,0.0,2023-10-18,Pune,B2B,264.73
1091,David Bridges,Accessories,Belts,1.0,2843.9,0.0,0.0,2023-07-28,Delhi,Unknown,156.43
1097,Amber Smith,Accessories,Sunglasses,0.0,2843.9,0.0,0.0,2025-01-18,Mumbai,Unknown,1141.15
1099,Valerie Walker,Shoes,Loafers,2.0,2843.9,0.0,0.0,2024-02-22,Pune,B2B,300.02
1100,Daniel Brown,Shoes,Boots,2.0,2011.73,0.0,0.0,2024-12-30,Hyd,B2C,2493.5
1104,Andrew Moreno,Dresses,Maxi Dress,3.0,2752.71,0.0,0.0,2024-06-11,Ahmedabad,B2B,1660.01
1110,Michael Velasquez,Jeans,Slim Fit Jeans,4.0,2843.9,0.0,0.0,2025-06-26,Mumbai,B2C,2155.68
1118,Jose Jackson,Accessories,Belts,2.0,2843.9,0.0,0.0,2025-05-01,Bangalore,B2C,1039.53
1123,Michael Clarke,Accessories,Caps,5.0,3978.76,0.0,0.0,2024-04-11,Ahmedabad,Unknown,1494.78
1134,Melissa Jenkins,Dresses,Wrap Dress,3.0,2843.9,0.0,0.0,2025-05-14,Delhi,B2C,1101.19
1135,Ronald Ballard,Shoes,Sneakers,4.0,1556.96,0.84,996.45,2024-10-23,Mumbai,B2B,1432.84
1136,Danielle Johnson,Jeans,Straight Cut,2.0,3658.42,0.47,0.0,2024-01-27,Mumbai,Unknown,1897.33
1139,Katherine Reyes,T-Shirts,Graphic Tee,2.0,2843.9,0.21,0.0,2024-10-28,Bangalore,Unknown,-832.45
1141,Sarah Pacheco,T-Shirts,Graphic Tee,2.0,2843.9,1.15,0.0,2024-04-19,Delhi,B2C,429.67
1142,Daniel Alvarez,Dresses,Bodycon,6.0,3004.58,0.0,0.0,2024-02-22,Hyderabad,B2C,-509.67
1146,Jacqueline Jenkins,Accessories,Belts,2.0,2843.9,1.09,0.0,2025-03-03,Pune,B2C,-431.7
1154,Robert Parks,Accessories,Watches,2.0,2843.9,0.0,0.0,2024-10-10,Bangalore,B2C,52.85
1158,Vicki Jackson,Dresses,Wrap Dress,2.0,4516.08,0.0,0.0,2025-07-06,Delhi,B2B,2164.95
1161,Laura Gallegos,T-Shirts,Classic Tee,2.0,1801.91,0.0,0.0,2024-03-01,Mumbai,Unknown,502.86
1163,Scott Hampton,Accessories,Sunglasses,2.0,1033.58,0.68,0.0,2025-01-09,bengaluru,B2C,-441.46
1165,Joshua Jones,T-Shirts,Classic Tee,2.0,2843.9,0.08,0.0,2024-10-04,bengaluru,B2B,-102.32
1166,Jennifer Johnson,Jackets,Bomber Jacket,2.0,2843.9,0.91,0.0,2023-08-27,Ahmedabad,Unknown,285.44
1167,Robert Evans,T-Shirts,Oversized T-shirt,0.0,4595.9,0.09,0.0,2025-05-14,Bangalore,Unknown,-653.8
1172,Diane Davis,Jackets,Puffer Coat,-2.0,2719.32,0.0,0.0,2025-05-02,Hyd,B2C,655.1
1179,Kevin Allen,Jackets,Bomber Jacket,0.0,2843.9,0.0,0.0,2025-04-04,Mumbai,B2C,510.53
1181,John Barber,Jackets,Bomber Jacket,2.0,2843.9,0.0,0.0,2025-03-16,Mumbai,B2B,2564.06
1183,Sherry Ward,Accessories,Watches,6.0,2372.3,0.0,0.0,2024-03-27,Delhi,Unknown,1888.87
1185,Stacy Brady,Accessories,Belts,2.0,2843.9,0.0,0.0,2025-05-14,Delhi,B2C,-445.19
1190,Antonio Boyd PhD,Jackets,Puffer Coat,2.0,2843.9,0.63,0.0,2025-05-27,Pune,B2B,75.04
1206,Charles White,T-Shirts,Classic Tee,0.0,2843.9,0.0,0.0,2025-03-31,hyderbad,Unknown,2472.24
1207,Jerome Richardson,Jeans,Straight Cut,2.0,563.14,0.33,0.0,2024-05-21,Ahmedabad,B2B,945.7
1211,Kelli Young,Jeans,Ripped Denim,2.0,1560.37,0.0,0.0,2024-12-04,Ahmedabad,B2C,2783.91
1226,Jeffrey Haynes,Dresses,Bodycon,1.0,2843.9,1.15,0.0,2024-10-26,Ahmedabad,B2B,2806.56
1227,Antonio Moses,Accessories,Sunglasses,2.0,2843.9,0.25,0.0,2024-03-05,hyderbad,B2C,2096.68
1232,Sierra Miller,Shoes,Sneakers,2.0,2526.77,0.0,0.0,2023-09-14,Mumbai,B2C,1494.67
1233,Katie Garcia,Jackets,Puffer Coat,-1.0,2843.9,0.07,0.0,2025-04-25,Bangalore,Unknown,2237.24
1234,Timothy Goodman,Jeans,Straight Cut,2.0,1069.88,0.05,0.0,2025-06-24,Pune,B2B,110.58
1240,Melanie Ramirez,Dresses,Casual Midi,2.0,4634.13,0.0,0.0,2023-07-29,Bangalore,Unknown,2625.44
1241,Caroline Thomas,Jeans,Slim Fit Jeans,6.0,3111.95,0.0,0.0,2024-06-22,bengaluru,Unknown,2814.82
1242,Pamela Navarro,Jeans,Ripped Denim,-1.0,2843.9,0.0,0.0,2025-02-18,Pune,B2B,1576.74
1243,Jack Mccoy,Accessories,Caps,3.0,2843.9,0.69,0.0,2024-12-02,Ahmedabad,Unknown,779.51
1244,Ashley Walker,Dresses,Maxi Dress,6.0,2843.9,0.0,0.0,2024-06-29,Ahmedabad,B2C,2574.76
1248,Edward Morgan,Accessories,Watches,2.0,2843.9,1.24,0.0,2023-07-23,Mumbai,B2B,397.41
1253,Carlos Anderson,Dresses,Wrap Dress,2.0,2843.9,0.0,0.0,2025-02-04,bengaluru,B2B,2512.63
1266,Gloria Barnett,Shoes,Slip-ons,2.0,2843.9,1.12,0.0,2023-10-25,Delhi,B2C,1024.86
1267,Sarah Andrews,Jackets,Bomber Jacket,3.0,3255.23,0.0,0.0,2023-11-16,Delhi,B2B,650.8
1271,Robert Gonzalez,T-Shirts,Oversized T-shirt,2.0,2843.9,0.0,0.0,2024-05-13,Bangalore,B2B,1295.93
1272,Angela Taylor,Accessories,Belts,2.0,1429.94,0.0,0.0,2023-12-12,Hyd,B2B,484.51
1275,Kelly Wong,Dresses,Casual Midi,3.0,4132.0,0.0,0.0,2024-02-26,bengaluru,B2B,2732.47
1280,Joseph Joseph,T-Shirts,Crop Top,3.0,2843.9,0.0,0.0,2024-10-13,Ahmedabad,B2B,263.41
1284,Carlos Walsh,Jackets,Puffer Coat,2.0,1500.19,0.0,0.0,2024-05-18,Hyd,Unknown,-348.48
1305,Kelsey Stein,Jackets,Bomber Jacket,3.0,2843.9,0.0,0.0,2023-08-19,Delhi,Unknown,2861.3
1308,Michael Joseph,Dresses,Bodycon,2.0,4203.62,0.0,0.0,2025-04-08,Mumbai,B2B,464.65
1311,Jennifer Watson,Jackets,Bomber Jacket,3.0,2843.9,0.13,0.0,2023-12-12,Mumbai,B2B,-109.19
1313,Sean Pope,Accessories,Watches,2.0,4763.45,0.96,0.0,2023-12-24,Pune,B2C,-581.35
1315,Mark Gonzales,Jeans,Boyfriend Jeans,-2.0,515.04,0.0,0.0,2024-06-30,bengaluru,Unknown,-279.01
1316,Theresa Wiggins,T-Shirts,Crop Top,2.0,1345.98,0.0,0.0,2025-04-22,Pune,Unknown,-177.6
1317,Mitchell Gomez,Accessories,Watches,0.0,2843.9,0.0,0.0,2024-08-04,Mumbai,B2B,-476.45
1319,Kristine Byrd,Dresses,Bodycon,0.0,2843.9,0.0,0.0,2024-03-07,Ahmedabad,Unknown,-66.17
1323,Kimberly Flores,Jackets,Puffer Coat,2.0,2843.9,1.12,0.0,2024-04-30,Pune,Unknown,-96.6
1324,Mike Rhodes,Jackets,Bomber Jacket,2.0,2843.9,0.0,0.0,2024-12-12,Mumbai,B2C,-610.52
1325,Teresa Gilbert,Jeans,Ripped Denim,2.0,1315.93,0.0,0.0,2025-07-06,Bangalore,Unknown,1435.03
1327,Sarah Sosa,Shoes,Slip-ons,2.0,2964.44,0.0,0.0,2023-08-06,Mumbai,Unknown,2021.54
1329,Eric Medina,T-Shirts,Graphic Tee,1.0,2587.78,0.0,0.0,2023-12-25,Hyderabad,B2C,1667.02
1028,John Taylor,Accessories,Watches,2.0,2843.9,0.0,0.0,2023-11-10,Ahmedabad,B2B,2502.73
1334,Russell Douglas,Dresses,Maxi Dress,6.0,1454.69,0.0,0.0,2025-06-06,Delhi,Unknown,652.87
1339,Emily Christensen,Dresses,Maxi Dress,2.0,4507.5,0.0,0.0,2025-07-01,bengaluru,Unknown,2552.65
1349,Lisa Henry,Jackets,Leather Jacket,-2.0,2843.9,0.82,0.0,2025-02-17,Pune,B2B,2085.75
1034,Matthew Robbins,T-Shirts,Graphic Tee,2.0,3991.4,0.0,0.0,2025-02-05,Pune,Unknown,-555.4
1357,Jacob Brooks,Jackets,Puffer Coat,2.0,1128.57,0.39,0.0,2025-01-21,Hyd,Unknown,684.88
1362,Krista Wright,T-Shirts,Classic Tee,-1.0,4953.02,0.0,0.0,2024-12-07,Ahmedabad,B2C,-499.33
1374,Nicholas Lee,T-Shirts,Classic Tee,1.0,2843.9,0.0,0.0,2024-02-13,Bangalore,Unknown,2519.16
1376,Megan Smith,Accessories,Caps,4.0,1447.28,0.0,0.0,2024-07-27,Hyderabad,B2B,175.33
1381,Brian Bridges,Jeans,Ripped Denim,1.0,2843.9,1.07,0.0,2024-07-13,Bangalore,B2C,-136.3
1387,Michael White,Jackets,Puffer Coat,3.0,2843.9,0.0,0.0,2024-08-03,Pune,Unknown,-505.47
1388,Michael Beltran,Dresses,Casual Midi,4.0,2843.9,0.0,0.0,2024-05-21,Delhi,B2C,475.79
1389,Barbara Jones,Dresses,Wrap Dress,2.0,2742.38,0.0,0.0,2023-07-25,Ahmedabad,Unknown,1987.46
1394,Jody Larsen,Jackets,Bomber Jacket,2.0,1218.65,0.0,0.0,2025-05-29,Hyd,B2C,2538.59
1395,Andrew Wood,Dresses,Wrap Dress,2.0,2843.9,0.0,0.0,2024-04-11,Mumbai,B2B,-357.08
1399,Olivia Lee,Jackets,Denim Jacket,4.0,2843.9,0.35,0.0,2024-10-31,Delhi,B2C,-444.08
1400,John Carr,T-Shirts,Classic Tee,2.0,2843.9,0.0,0.0,2025-02-27,Delhi,Unknown,1385.55
1405,Alyssa Ramirez,Dresses,Maxi Dress,2.0,2843.9,0.56,0.0,2024-05-05,Mumbai,B2C,2345.68
1408,William Golden,Shoes,Boots,2.0,2843.9,0.0,0.0,2024-09-04,Mumbai,B2B,2305.32
1412,Luis Mcdaniel,Shoes,Slip-ons,2.0,2843.9,0.0,0.0,2024-08-29,Hyderabad,B2C,2314.93
1413,Michael Harris,Dresses,Maxi Dress,1.0,2843.9,0.17,0.0,2025-06-04,Ahmedabad,B2C,1539.28
1416,Joshua Johnson,Accessories,Watches,2.0,3527.15,0.0,0.0,2023-11-23,Hyd,Unknown,2286.48
1417,Nicholas Harrell,Dresses,Wrap Dress,2.0,2843.9,0.0,0.0,2024-08-11,Bangalore,B2B,888.59
1420,James Patterson,Shoes,Loafers,2.0,2843.9,0.96,0.0,2025-06-06,Ahmedabad,B2B,2790.42
1423,Christopher Reeves,Jackets,Leather Jacket,2.0,2843.9,0.0,0.0,2025-02-22,Hyd,Unknown,1302.05
1432,Steven Taylor,Shoes,Sneakers,2.0,2843.9,0.0,0.0,2024-06-02,Ahmedabad,B2B,-849.15
1434,Marie Sullivan,Jeans,Boyfriend Jeans,0.0,476.2,1.03,0.0,2024-08-08,Hyderabad,B2C,-310.8
1435,Nicole Mills,T-Shirts,Classic Tee,3.0,2843.9,0.0,0.0,2025-04-16,Hyd,B2B,904.65
1438,Teresa Nichols,Dresses,Wrap Dress,2.0,2663.97,0.84,0.0,2023-09-17,Pune,Unknown,1014.29
1442,Emma Ramirez,Shoes,Slip-ons,0.0,3001.28,0.0,0.0,2024-07-06,Delhi,B2C,1218.28
1443,Danielle Shelton,T-Shirts,Crop Top,2.0,2843.9,0.0,0.0,2024-07-11,Bangalore,Unknown,2962.6
1031,Eric Williams,T-Shirts,Classic Tee,6.0,3792.09,0.0,0.0,2023-12-03,Bangalore,B2C,194.31
1448,Brandon Andrews,Jeans,Slim Fit Jeans,2.0,1657.95,0.0,0.0,2023-12-09,Pune,B2B,1948.49
1043,Valerie Ramirez,T-Shirts,Graphic Tee,4.0,2843.9,0.0,0.0,2024-06-13,Delhi,B2C,-401.44
1455,Patty Thomas,T-Shirts,Classic Tee,2.0,2843.9,0.0,0.0,2024-12-03,Delhi,Unknown,743.47
1459,Anna King,Accessories,Sunglasses,2.0,2494.99,0.98,0.0,2024-01-17,Pune,Unknown,2959.95
1014,Keith Schroeder,Dresses,Wrap Dress,2.0,3172.11,0.0,0.0,2023-09-07,Mumbai,B2C,673.33
1468,Jeremy Nash,T-Shirts,Graphic Tee,2.0,3332.84,0.27,0.0,2023-08-15,Ahmedabad,Unknown,733.66
1471,Tammy Johnson,Accessories,Belts,-2.0,4882.03,0.23,-7518.33,2023-08-21,Hyderabad,B2C,-605.67
1476,Seth Gonzalez,Jeans,Ripped Denim,5.0,2843.9,0.57,0.0,2025-07-21,Bangalore,B2C,1476.41
1478,Jaclyn Lynch,Jackets,Denim Jacket,2.0,2277.41,0.0,0.0,2024-07-18,Ahmedabad,Unknown,-584.69
1480,Troy Love,Jackets,Denim Jacket,2.0,755.42,0.0,0.0,2024-05-08,Pune,Unknown,2956.26
1482,Kristen Fuentes,Shoes,Slip-ons,2.0,1269.51,0.0,0.0,2025-03-26,Ahmedabad,B2C,480.43
1484,Judith Johnson,Jackets,Bomber Jacket,2.0,818.68,0.0,0.0,2023-12-29,Mumbai,Unknown,2357.74
1487,Nancy Taylor,Accessories,Sunglasses,6.0,1234.08,0.71,2147.3,2024-03-15,Delhi,B2C,-849.81
1496,Laura Myers,Jackets,Denim Jacket,-1.0,4874.76,0.0,0.0,2024-12-29,Ahmedabad,B2B,2438.13
1498,Tiffany Calhoun,Jeans,Straight Cut,6.0,3771.67,0.0,0.0,2024-10-01,Mumbai,B2C,2442.42
1500,Jerry Turner,Jeans,Straight Cut,2.0,2128.74,0.0,0.0,2024-10-23,Ahmedabad,B2B,-648.94
1048,Angela Newman,Accessories,Watches,2.0,1316.64,0.0,0.0,2023-08-13,Bangalore,B2C,1390.52
1512,Sarah Stokes,Accessories,Sunglasses,2.0,2843.9,0.0,0.0,2024-06-15,Delhi,B2C,352.91
1513,Laura Simmons,Jackets,Leather Jacket,6.0,2843.9,0.0,0.0,2024-04-20,Delhi,B2C,156.52
1522,Juan Rogers,Accessories,Sunglasses,6.0,2843.9,0.44,0.0,2024-07-30,bengaluru,B2B,547.09
1523,Bradley Rogers,T-Shirts,Oversized T-shirt,-2.0,2843.9,0.13,0.0,2023-12-16,Ahmedabad,B2B,1475.12
1527,Mary Campos,Jeans,Slim Fit Jeans,2.0,3431.26,0.0,0.0,2023-08-15,Bangalore,B2C,1931.28
1026,Jacob Morris,T-Shirts,Crop Top,0.0,2843.9,0.0,0.0,2023-10-31,Delhi,Unknown,2916.18
1529,John Robinson,T-Shirts,Classic Tee,2.0,3381.7,0.0,0.0,2025-03-18,Delhi,Unknown,2953.76
1532,Teresa Davis,T-Shirts,Oversized T-shirt,2.0,2843.9,0.33,0.0,2023-08-29,Mumbai,B2B,2512.66
1535,Austin Barrett,Accessories,Caps,2.0,720.35,0.0,0.0,2023-12-22,Bangalore,Unknown,1359.17
1545,Anthony Stephens,Dresses,Casual Midi,1.0,2843.9,0.0,0.0,2025-06-19,Hyd,B2B,2526.29
1547,Carlos Rogers,Dresses,Maxi Dress,6.0,2843.9,0.95,0.0,2025-05-15,Pune,B2B,1018.03
1558,Jacob Williams,T-Shirts,Graphic Tee,-2.0,2843.9,0.0,0.0,2023-12-13,Pune,Unknown,300.17
1569,David Weaver,Dresses,Maxi Dress,1.0,2843.9,0.02,0.0,2025-04-26,Ahmedabad,Unknown,576.66
1578,Lauren Pearson,Dresses,Maxi Dress,2.0,2843.9,0.0,0.0,2024-07-26,bengaluru,B2C,2604.12
1583,Anthony Calhoun,Dresses,Casual Midi,2.0,2843.9,0.0,0.0,2024-03-29,Pune,B2B,829.03
1585,Tina Keith,Shoes,Sneakers,-2.0,2738.72,0.89,-602.52,2024-11-11,Delhi,Unknown,-709.13
1592,Casey Sparks,Shoes,Sneakers,5.0,2843.9,0.52,0.0,2024-12-31,Mumbai,Unknown,619.25
1599,Jeffery Elliott,Jackets,Bomber Jacket,2.0,2843.9,0.0,0.0,2025-04-03,Mumbai,Unknown,790.51
1600,Sonya Burke,Accessories,Watches,2.0,2843.9,0.0,0.0,2023-08-18,Ahmedabad,B2B,-605.06
1602,Scott Lewis,Dresses,Wrap Dress,2.0,4256.43,0.0,0.0,2025-05-27,bengaluru,Unknown,2472.73
1607,Matthew Marshall,Shoes,Loafers,2.0,4941.27,0.0,0.0,2023-10-08,Delhi,B2C,515.06
1608,Lindsay Sanchez,Shoes,Slip-ons,3.0,3536.61,0.79,2228.06,2025-02-20,Mumbai,B2C,-55.01
1610,Chase Torres,Jeans,Straight Cut,5.0,2843.9,0.0,0.0,2025-05-29,hyderbad,B2B,-361.65
1615,Joel Fitzpatrick,Dresses,Casual Midi,6.0,4962.7,0.02,29180.68,2023-08-04,Hyd,B2C,61.6
1616,Louis Owens,Shoes,Loafers,2.0,4443.82,0.0,0.0,2023-10-13,bengaluru,B2C,1611.45
1617,Shelby Alvarez,Jeans,Boyfriend Jeans,2.0,1144.47,0.0,0.0,2024-03-10,Pune,B2C,-863.76
1618,Leslie Morton,Dresses,Wrap Dress,2.0,2843.9,0.85,0.0,2023-08-24,Mumbai,B2B,2113.08
1619,Anne Johnson,Jeans,Straight Cut,2.0,1470.99,0.7,0.0,2024-12-14,Bangalore,B2B,-668.13
1628,Gary Simon,Dresses,Bodycon,1.0,3345.58,0.26,2475.73,2024-04-15,Hyd,Unknown,2274.54
1630,Taylor Duran,Jeans,Ripped Denim,2.0,2393.14,1.0,0.0,2023-09-09,bengaluru,Unknown,715.08
1631,Michelle French,Dresses,Casual Midi,2.0,2843.9,0.0,0.0,2025-06-13,Hyd,B2C,186.7
1633,Ryan Taylor,Jackets,Bomber Jacket,2.0,4599.41,0.0,0.0,2024-12-25,Delhi,B2B,182.46
1639,Jimmy Evans,Jeans,Boyfriend Jeans,2.0,4183.22,0.0,0.0,2025-07-02,Bangalore,Unknown,532.81
1642,Martha Lynch,Jackets,Denim Jacket,3.0,2843.9,0.0,0.0,2024-09-10,hyderbad,B2C,2906.72
1645,Brian Floyd,T-Shirts,Classic Tee,-2.0,2660.45,0.22,-4150.3,2023-10-08,bengaluru,B2B,-825.82
1664,Keith Martinez,Shoes,Boots,-1.0,2843.9,0.0,0.0,2025-05-20,Hyd,Unknown,844.94
1666,Hannah Santos,Jeans,Straight Cut,2.0,973.63,0.0,0.0,2024-11-13,Delhi,B2C,-148.67
1670,Jennifer Scott,T-Shirts,Classic Tee,2.0,2843.9,0.69,0.0,2024-08-14,hyderbad,B2B,462.22
1675,Samuel Wiley,Dresses,Casual Midi,2.0,2843.9,0.0,0.0,2025-05-01,Mumbai,B2C,340.43
1677,Amy Stewart,Jackets,Bomber Jacket,2.0,4639.86,0.69,0.0,2023-10-10,Hyderabad,Unknown,1323.79
1679,Justin Rose,T-Shirts,Classic Tee,1.0,4198.5,0.0,0.0,2024-07-21,Pune,Unknown,2518.86
1680,Ryan Becker,Jeans,Straight Cut,2.0,2843.9,0.0,0.0,2024-09-26,Ahmedabad,B2B,2873.92
1681,Jessica Lara,Dresses,Maxi Dress,2.0,2843.9,0.26,0.0,2024-02-15,Ahmedabad,B2B,-579.16
1690,Mary Tran,Jackets,Puffer Coat,5.0,1941.39,0.54,4465.2,2025-03-04,Delhi,B2C,206.95
1698,Megan Mays,Shoes,Loafers,2.0,2111.87,0.0,0.0,2024-07-29,hyderbad,B2C,-621.0
1705,Cynthia Conway,Shoes,Sneakers,-2.0,4170.76,0.0,0.0,2025-05-12,bengaluru,Unknown,826.76
1709,Jerry Carroll,Jackets,Denim Jacket,5.0,1717.79,0.0,0.0,2024-09-28,Ahmedabad,B2B,2264.16
1710,Michael Allen,Accessories,Watches,-1.0,2843.9,0.45,0.0,2024-10-11,Ahmedabad,B2C,-333.46
1717,Marie Nelson,T-Shirts,Crop Top,4.0,1279.2,0.27,3735.26,2024-11-15,Delhi,B2C,453.7
1718,Christina Meyers,Jackets,Denim Jacket,5.0,3988.99,0.0,0.0,2025-05-25,hyderbad,B2C,1430.08
1719,Lisa Vang,Jeans,Boyfriend Jeans,3.0,4407.79,0.64,4760.41,2025-03-15,Delhi,B2B,1150.06
1720,Dylan Armstrong,Jackets,Leather Jacket,3.0,3667.54,0.57,4731.13,2023-07-31,Ahmedabad,B2B,459.43
1724,Robin Hughes,Jeans,Ripped Denim,2.0,2047.6,0.92,0.0,2024-09-21,Bangalore,B2B,123.78
1732,Mary Kline,Dresses,Wrap Dress,5.0,4982.68,0.0,0.0,2023-11-06,Mumbai,B2B,2239.42
1733,Selena Baker,Jackets,Bomber Jacket,-2.0,721.25,0.0,0.0,2025-01-29,Delhi,Unknown,-936.38
1734,Mr. Lawrence Parks,Jackets,Leather Jacket,0.0,2843.9,0.0,0.0,2025-01-30,Hyderabad,Unknown,-461.7
1736,Alexandria Smith,Jackets,Puffer Coat,2.0,1144.47,0.09,0.0,2024-08-07,bengaluru,B2B,1236.62
1738,Barbara Patel,T-Shirts,Classic Tee,2.0,1171.19,0.0,0.0,2025-02-10,Ahmedabad,B2C,2205.44
1740,Jesus Ramirez,Jeans,Slim Fit Jeans,2.0,2843.9,0.0,0.0,2025-06-24,Ahmedabad,B2B,796.49
1741,Jennifer Dominguez,T-Shirts,Graphic Tee,1.0,1762.56,0.98,35.25,2024-01-13,Ahmedabad,B2B,1217.93
1744,Michelle Johnson,Shoes,Boots,2.0,2843.9,0.0,0.0,2024-04-07,Mumbai,B2C,1939.6
1745,Kimberly Harrington,T-Shirts,Graphic Tee,4.0,2843.9,0.43,0.0,2024-07-17,Bangalore,Unknown,723.22
1746,Stephanie Harrington,Jeans,Slim Fit Jeans,2.0,2843.9,0.37,0.0,2023-09-07,bengaluru,Unknown,2037.45
1748,Matthew Stein,Dresses,Wrap Dress,2.0,2843.9,0.0,0.0,2024-09-12,Ahmedabad,B2B,1687.82
1753,Haley Herrera,Jackets,Puffer Coat,-2.0,2843.9,0.0,0.0,2023-07-30,Ahmedabad,Unknown,1848.5
1758,Michael Walls,Shoes,Sneakers,2.0,1307.64,0.18,0.0,2025-03-06,Mumbai,B2B,-122.33
1759,Gregory Garza,T-Shirts,Crop Top,0.0,2843.9,0.0,0.0,2024-12-28,Ahmedabad,Unknown,-278.65
1760,Dustin Blackburn,Accessories,Watches,3.0,4326.6,0.0,0.0,2025-01-06,Ahmedabad,B2B,1495.82
1766,David Wilson,Jackets,Denim Jacket,0.0,3589.19,0.0,0.0,2025-06-30,Mumbai,Unknown,1880.22
1767,Cynthia Mullen,Dresses,Maxi Dress,2.0,2151.92,0.0,0.0,2025-07-12,Mumbai,B2B,2383.83
1768,Sandra Jensen,Shoes,Slip-ons,5.0,3548.22,0.0,0.0,2023-07-26,Mumbai,B2B,2960.22
1770,Shannon Lee,Dresses,Maxi Dress,0.0,2843.9,0.0,0.0,2023-09-28,Pune,Unknown,2366.97
1777,Emma Sharp,Dresses,Wrap Dress,2.0,2843.9,0.0,0.0,2024-04-19,Delhi,B2B,1292.09
1779,Richard Williams,Jeans,Boyfriend Jeans,2.0,2843.9,0.0,0.0,2024-10-03,Hyderabad,Unknown,1861.39
1782,Jacqueline Ward,Jackets,Denim Jacket,6.0,2843.9,0.0,0.0,2024-02-28,Mumbai,B2B,1802.32
1795,Brandon Davis,Accessories,Caps,2.0,2843.9,0.0,0.0,2025-04-22,Hyd,B2C,301.5
1036,Mark Robertson,Accessories,Sunglasses,1.0,1534.98,0.0,0.0,2024-08-01,bengaluru,B2B,2042.17
1811,Michael Williams,Shoes,Boots,2.0,2843.9,0.99,0.0,2024-07-19,Bangalore,Unknown,1662.7
1816,Danielle Love,T-Shirts,Graphic Tee,1.0,1130.83,0.84,180.93,2023-07-28,Hyderabad,Unknown,-804.96
1820,John Bailey,T-Shirts,Graphic Tee,5.0,1965.04,0.0,0.0,2023-07-25,Pune,Unknown,20.89
1822,Jerry Bell,Jackets,Bomber Jacket,2.0,938.86,0.05,0.0,2024-07-06,Hyderabad,B2C,-824.79
1824,Charlotte Reed,Accessories,Watches,0.0,4146.27,1.29,0.0,2024-02-24,Hyd,B2B,2397.93
1829,Amanda Walker,Shoes,Sneakers,2.0,2843.9,0.0,0.0,2024-02-29,Delhi,B2B,1019.58
1834,Amanda Ashley,Jackets,Denim Jacket,0.0,2843.9,0.94,0.0,2025-05-15,Ahmedabad,B2C,-663.74
1835,Susan Salazar,Jeans,Ripped Denim,0.0,2843.9,0.51,0.0,2024-08-08,Hyd,Unknown,1851.02
1850,Mr. Nathaniel Cox,Accessories,Belts,2.0,1307.27,1.27,0.0,2023-08-05,hyderbad,Unknown,1757.18
